title,nickname,read_time,img_src,id,herf,introduction,fav,share,comment
我将玫瑰藏于身后 ♡ 时刻期盼着于你赴约,月亮藏不住的小情绪,12万,http://p1.music.126.net/lBBv7VjtaW_KJeaJkiQ2tQ==/109951167751579963.jpg?param=140y140,7530016814,https://music.163.com/playlist?id=7530016814,"介绍：
我喜欢日出日落的静谧，爱着天空也深爱着你。把怦然心动和一切热爱，都寄予活着也是一种浪漫

缘分是在转角后的再次遇见,是两个人的美丽邂逅

我将玫瑰藏于身后，时刻期盼着于你赴约。希望在下一个路口的拐...
",490,4,4
中文hiphop\一个人的歌单，rap，hiphop.,拾贰零弋,269万,http://p1.music.126.net/XmByss0F-mVwfEylDi7fMQ==/109951164870455850.jpg?param=140y140,2360205462,https://music.163.com/playlist?id=2360205462,"介绍：
看，你会发现一个音乐世界。
生活很苦，自己加糖。
认真生活。
",26965,408,133
沉迷Luh Kel （旋律天才）,那是我仅有的温柔和爱你的原因,862万,http://p1.music.126.net/BaMdh3bY4lcsgmDVl8YrBA==/109951164052460638.jpg?param=140y140,2196397364,https://music.163.com/playlist?id=2196397364,"介绍：
Luh Kel(lifeluhkel)原名Turran Coleman，于2002年5月20日出生（那应该是金牛座），来自圣路易斯。电影音乐的最新签约作者说唱歌手，他所freestyle翻唱的《So Sick》在各个音乐平台爆火，使越来越多的人关...
",13万,2124,501
错乱下的粒子漫游,lOriagxN,66万,http://p1.music.126.net/FWPpIQXOOX5lPZoZSmhBAw==/109951166341764273.jpg?param=140y140,6947774912,https://music.163.com/playlist?id=6947774912,"介绍：
根据统计 全宇宙所有粒子的总和大约10的80次方个
",10475,318,37
Emo/Cloud Rap丨不完全情绪混合物,电烧,336万,http://p1.music.126.net/mOAig1qxUKIjMECIYjlLtQ==/109951163597929338.jpg?param=140y140,2450558426,https://music.163.com/playlist?id=2450558426,"介绍：
个人喜好，谢绝投稿
",61439,1227,385
编辑精选Vol.91｜沸腾现场,云音乐说唱专区,23万,http://p1.music.126.net/6kD-uN3l8uZpL71wDsTaBg==/109951168086789467.jpg?param=140y140,5351538447,https://music.163.com/playlist?id=5351538447,"介绍：
〖更新日记〗11月24日 编辑精选 Vol.91｜沸腾现场 2022年卡塔尔世界杯已经开赛！诸神齐聚卡塔尔，本期精选让我们用Hip-Hop音乐感受世界杯的沸腾现场！
",1349,26,10
Rap宝藏歌曲 小鬼Jony J 福克斯 朱星杰 等,oreo灵,501万,http://p1.music.126.net/OBOBibu5Gh1qZIT_In86Jg==/109951164676343089.jpg?param=140y140,2822923425,https://music.163.com/playlist?id=2822923425,"介绍：
不喜欢的别评论 别在这里展现你的素质
喜欢的收藏！ 谢谢
",57454,590,884
【欧美女rapper】高能说唱女大汇集,奋力爬上山巅的山羊,23万,http://p1.music.126.net/r9uzkDnwQJmpjNhVLUmwGA==/109951166787303109.jpg?param=140y140,5243198559,https://music.163.com/playlist?id=5243198559,"介绍：
女皇陛下，
拽酷辣是姐的代名词。
",4157,48,20
Melody Rap｜Trap&B｜旋律说唱｜顶级旋律,BlackCarrion,37万,http://p1.music.126.net/8HgTrzpS9y_LIA7_b0hJAg==/109951168086198167.jpg?param=140y140,7223126828,https://music.163.com/playlist?id=7223126828,"介绍：
Listen, seeing you got ritualistic
听 瞧你这么有仪式感，
Cleansin' my soul of addiction for now.
暂时净化着我上瘾的灵魂.

飘逸在这陷阱旋律里.
戴上耳机，暂时脱离这个‘美丽’的现实
（持更）
",4477,73,27
⚡️ HIPHOP | Hey Is Life $$$,-GIRLHOODH-,487万,http://p1.music.126.net/tf5vwTpBzFszhnb76G8JKQ==/3420580695762934.jpg?param=140y140,325993939,https://music.163.com/playlist?id=325993939,"介绍：
喜欢就完事了
",57315,1477,258
嘻哈说唱 | 尝试一下新鲜事物好吗？,Karollkk7,2128,http://p1.music.126.net/xRQ8cwqXK1txgGVKGmMV4w==/109951167863230274.jpg?param=140y140,7630570462,https://music.163.com/playlist?id=7630570462,"介绍：
我就是那种什么好就一直做不会腻的人，好喝的东西就一直喝，好听的歌一直听，好喜欢的人就会一直喜欢
",12,,0
hiphop『进口好货』,xy耀,341万,http://p1.music.126.net/J8hJW4k3E94ChZOOupsIRA==/109951165230093802.jpg?param=140y140,615350798,https://music.163.com/playlist?id=615350798,"介绍：
不一样的感觉，一起体验纯正的进口Music!
",54196,1022,315
Old school 和 Jazz hiphop,仲深,48万,http://p1.music.126.net/dfawzNPIrquKgbSYC3me4w==/109951163585004817.jpg?param=140y140,2452206297,https://music.163.com/playlist?id=2452206297,"介绍：
生活需要些律动，我们需要些律动

旧式嘻哈（old school hip hop）是指非常早期的嘻哈音乐，来自1970年代和1980年代纽约市街头的「街角派对」

还有很多其他类型歌曲，别太在意～
生活已经很累了，来了就放...
",9515,271,85
来福好室说唱店作品集,偷偷的叹了口气,26538,http://p1.music.126.net/22OlCNBLtAb7suLXFTKC2w==/109951167746721504.jpg?param=140y140,7518862153,https://music.163.com/playlist?id=7518862153,"介绍：
官方：
自今年2月份，《说唱新世代》第二季开启选手招募以来，我们从未停止寻找优质rapper。虽然受到疫情影响，《说唱新世代》第二季无奈延误，但我们还是想给大家一个说唱的夏天，所以才有了“说唱新世代...
",112,4,8
Free beat 更新中…,CAND1E_Beatz,223万,http://p1.music.126.net/f_X0Cue0iIPbu2cL9lvj7g==/109951164837772547.jpg?param=140y140,4897659061,https://music.163.com/playlist?id=4897659061,"介绍：
beat歌单
producer可免费投稿
投稿需要关注我以及收藏本歌单
请遵守规则，不守规则以及收录了取关者将永久不再收录
",7275,1711,14
「Jazz-HipHop 」沉醉的鼓点与旋律,南风不烬,58万,http://p1.music.126.net/smv_zkOZLXZ0w6WMUJjl1g==/109951167391120830.jpg?param=140y140,563355240,https://music.163.com/playlist?id=563355240,"介绍：
我觉得听Jazz-HipHop像处身于海边，海风像音符一样不断地从耳边吹过，温柔的旋律抚平心中所有的失落与不安；它会包容任何状态的你，明天太阳依旧在海边升起。
",9330,286,25
不 是 你 的 girl,甜甜9ir1,329万,http://p1.music.126.net/s98_1AfTbLuA9QndCzQsEw==/109951163678574897.jpg?param=140y140,604261580,https://music.163.com/playlist?id=604261580,"介绍：
众生非甜皆苦 唯你百味难辨
",36779,512,204
甜蜜Rap：你是心动贩卖所，脸红接收处,New1an,75万,http://p1.music.126.net/SPW9JfESFzB9NvAyTvNtfQ==/109951168014533646.jpg?param=140y140,873126054,https://music.163.com/playlist?id=873126054,"介绍：
rapper的深情都藏在这里,这一刻心动的信号你可否收到~

做你床边的小熊 打败梦里的恶龙

yqrzcjs！
",8379,369,73
私奔還是約會？｜宝藏单循说唱,怡爆炸,18万,http://p1.music.126.net/gsrBImDrbpwYGbetmI9ggQ==/109951166473326681.jpg?param=140y140,1991712926,https://music.163.com/playlist?id=1991712926,"介绍：
“今晚就私奔 我和你”
",5177,80,11
聆听优质的中文说唱Flow Vol.1,泰迪它三岁,1793万,http://p1.music.126.net/2-qVp0AZihfyerC1w_u12Q==/18790653720734327.jpg?param=140y140,867916143,https://music.163.com/playlist?id=867916143,"介绍：
# 首先个人觉得Flow这个词其实是很难被定义的。（你读一篇几百个字的关于Flow艺术的文章还不如拿自己的耳朵去听几首能把Flow玩到极致的Rapper的作品）
# 其次每个说唱歌手都有他自己的风格，对伴奏的驾驭方...
",18万,4381,1229
cute hiphop|可爱的女孩子喜欢听,IKAYKAI,58万,http://p1.music.126.net/a7nt-3pWj6RNgvqH6ZsYyw==/109951166503510443.jpg?param=140y140,6717999436,https://music.163.com/playlist?id=6717999436,"介绍：
你怎么那么可爱
那么的乖
世界因为你
而变了色彩
世界都变成粉色了
我心都变成粉色了

封面来源:网络
",4709,160,10
FreeOut 没有一个不靠谱的小兄弟,偷偷的叹了口气,40万,http://p1.music.126.net/wWNMoqhFX5jCgE9uKU7mgA==/109951165613100939.jpg?param=140y140,2792436045,https://music.163.com/playlist?id=2792436045,"介绍：
说起这个名字的由来，光光说：“Free-Out本身是水运贸易里卸货的一个术语。Hip Hop源自美国，我们就像船员一样把大洋彼岸的黑人文化带过来。”

——————————————————

成员包括: 
MC光光...
",5811,89,71
「RAP」只有在深夜里才能终究忘却悲伤,苦涩之于海水,36万,http://p1.music.126.net/AdRnKnhXwZVqhBWIqWHj5w==/109951167660562407.jpg?param=140y140,7533738507,https://music.163.com/playlist?id=7533738507,"介绍：
一个人时翻山越岭，两个人时穿过四季。
当Rap唱情歌，你就知道什么都会有可能。
人间本不该令我这么欣喜的 但是你来了。
",1518,14,6
Girls Power｜欧美女Rapper,Cardi_B,24803,http://p1.music.126.net/zbr-yGJQWThLaj3R91E40Q==/109951167149287196.jpg?param=140y140,6617401055,https://music.163.com/playlist?id=6617401055,"介绍：
女性也能玩转嘻哈 

歌单内是女rapper的主场 

不知不觉拽了起来 

不定时更新
",183,101,16
危险派对 超甜旋律rap,金金Z1,17万,http://p1.music.126.net/FRAd1Ep0N7urA5uJxSXPEg==/109951166431776979.jpg?param=140y140,3065806198,https://music.163.com/playlist?id=3065806198,"介绍：
是我隔音效果太好 否则你肯定能听到我怦怦的心跳声 隔着三千棵树 六百条河
",1811,30,0
国语情歌说唱 : 甜蜜rap制造机 ,秋chill的首席推歌官,60万,http://p1.music.126.net/IKrRBd5skDI-bq99tJXQBA==/109951167074882811.jpg?param=140y140,7297727968,https://music.163.com/playlist?id=7297727968,"介绍：
‘’我想你对你做 春天对樱桃树做的事‘’

春天 浪漫因子迸发 
令人意乱情迷的旋律 轻轻撩动你的耳膜

这里有一份蜜糖般的情歌说唱 请查收～
",10397,120,32
「说唱」超炸超甜的旋律rap,一只雪梨呀_vc,245万,http://p2.music.126.net/6kmF9mQk0B3Om0G9KjcF0w==/109951165781665805.jpg?param=140y140,2866471705,https://music.163.com/playlist?id=2866471705,"介绍：
非常棒的旋律说唱
每一首都是甜到不行的小情歌～
每一首都是非常炸的说唱~
",20906,161,20
Rapper的浪漫不一般,Able辉,213万,http://p2.music.126.net/aJqcq4vh-NO1aGEA2UnYIg==/109951167446584962.jpg?param=140y140,2445914083,https://music.163.com/playlist?id=2445914083,"介绍：
最怕rapper讲情话，更怕走心的rapper讲情话，每句歌词都会触动你的内心
",20853,255,25
（力量训练）黑色类固醇 蹲腿 马泽发科,太岁_M390,62万,http://p2.music.126.net/wzIEwZlvqNvN4vTGIf9U2g==/109951163796043104.jpg?param=140y140,2615384918,https://music.163.com/playlist?id=2615384918,"介绍：
god helps those who help themselves 。「天助自助者」想要强中生强，就得不断努力。
",7062,132,42
那些酒吧里放的特别拽的歌曲$,2-5R,324万,http://p2.music.126.net/7ZxemR27_h2PHmKE7IEl4A==/109951163895363654.jpg?param=140y140,2688991686,https://music.163.com/playlist?id=2688991686,"介绍：
流行的嘻哈酒吧里面播放的开场曲与高峰期放的火爆嘻哈歌舞全在这里
",39428,415,117
希望你的头也能跟着点,我就是那个搞混音的清酒,189万,http://p2.music.126.net/dEs1uDPXiG7J21pmsoar1Q==/109951165676220129.jpg?param=140y140,5069713395,https://music.163.com/playlist?id=5069713395,"介绍：
我都懒得解释这个歌单有多屌了
",205,2,1
Trap Rap|陷阱说唱的低音冲击,卧室坐家,315万,http://p2.music.126.net/pub--udcI8YlzbJt47vekw==/109951163700341622.jpg?param=140y140,2538119796,https://music.163.com/playlist?id=2538119796,"介绍：
陷阱说唱（Trap Rap）
起源于美国南部的亚特兰大，
是说唱音乐的一个重要分支，
也是目前最为流行的说唱风格，
它吸收了美国南部流行音乐旋律性极好的特点同样也受到陷阱舞曲（Trap Music）的启发与影响。...
",46423,667,99
甜味chill rapღ专属你的微醺曖昧贩卖机,是庚野啊,32万,http://p1.music.126.net/o5rNy8IiFFiHGWtkBhAbcQ==/109951167548482396.jpg?param=140y140,7463416411,https://music.163.com/playlist?id=7463416411,"介绍：
精选甜味十足的rap！！！

一个人的夜晚拒绝emo！！！

嗨起来吧！

歌单有话说：
等我们熬过了异地恋我会紧紧抱住你好好珍惜你，永远不让你离开我所有答应我手不要给被人牵怀抱也记得就给我，我很自私，希...
",1758,26,7
“你真的甘心错过吗？”,于嘉懿1,486万,http://p1.music.126.net/yzx8vlw0sqWawRt0guHNZQ==/109951167767159914.jpg?param=140y140,6752221322,https://music.163.com/playlist?id=6752221322,"介绍：
我时常问自己是否真的听懂这些歌，为何总是揪着过去不放手。我真的不甘心.....可又有什么用呢？前方的路漆黑一片，不知道危险躲藏在哪里，只剩我一个人被孤独无限拉扯。

我真的不能想象没有你的未来........
",15335,643,161
少 女 心 狙 击 手,林遇ELul,333万,http://p1.music.126.net/ZLNO7XdFeOWODtdrBM4UzQ==/109951165874124644.jpg?param=140y140,6702371651,https://music.163.com/playlist?id=6702371651,"介绍：
有骑士保护的公主永远都不用担心新裙子 换句话说有我在你永远不用长大
",36968,773,239
超甜Rap｜♥︎ 情 话 说 给 你 听 ♥︎｜,oreo灵,748万,http://p1.music.126.net/ggi2ikSkpyuaJ51s_NcJ2w==/109951164623939122.jpg?param=140y140,2562684293,https://music.163.com/playlist?id=2562684293,"介绍：
超甜rap的糖果炮弹 要不要和rapper谈个恋爱
",86947,1089,305
Emo说唱 | 伤口在烟雾中凝结,紫薯米昔,1385万,http://p1.music.126.net/r2TVaAWbVJjz7DaSIPkZOw==/109951166887614326.jpg?param=140y140,7220849432,https://music.163.com/playlist?id=7220849432,"介绍：
偶尔做一个温柔的人，不言不语，不争不抢，不紧不慢，淡然处之
",25780,719,50
『J-HipHop』日语说唱精选集,Rootskool,42万,http://p1.music.126.net/PYgjVu0LZaBsYWFFMXC4_w==/109951167584868186.jpg?param=140y140,2332480013,https://music.163.com/playlist?id=2332480013,"介绍：
药品名称：J-HipHop

译名/昵称：日语说唱

药品类型：Old School Rap /Hardcore Rap/Jazz Rap 等

药品作用:专治各种不服！

药品简介：网易云没有版权未加入，纯属个人花费大量时间主观精选，其中包含部...
",10246,152,161
『中文rap』2022好听到原地恋爱的说唱歌单,肆夏无人,600,http://p1.music.126.net/HYRQGL48Q0gyIZyUiudRQQ==/109951167897986652.jpg?param=140y140,7647211947,https://music.163.com/playlist?id=7647211947,"介绍：
收录新鲜血液，新歌，燃起hiphop魂。
（各类风格都有）中文说唱
觉得好听的可以推给我
",9,1,1
“爱 在 黄 昏 日 落 时”,blue_涵i,121万,http://p1.music.126.net/3sDyvXhNVw2EiGuJ6vKLPw==/109951166214167557.jpg?param=140y140,3097267488,https://music.163.com/playlist?id=3097267488,"介绍：
对大部分的喜欢都是一时的 包括爱也是。
建议：听完歌单再去评论
投稿有意私
",11341,119,46
欧美宝藏音乐推荐（精挑细选）,抖音博主lookatme,19万,http://p1.music.126.net/7G2UKaMqfBvgjwZk-VERbQ==/109951167251422352.jpg?param=140y140,3204720807,https://music.163.com/playlist?id=3204720807,"介绍：
好家伙歌单被你发现了有品味，每首歌都是精挑细选的！自己发新歌会不定时置顶，好歌单不要忘记跟最好的朋友分享！！谢谢
",2076,70,94
中国说唱巅峰对决2022（LIVE版) ,Rootskool,68万,http://p1.music.126.net/pXX7SrT6g0XqkSNhL_tYyA==/109951167577794716.jpg?param=140y140,2331083776,https://music.163.com/playlist?id=2331083776,"介绍：
中国说唱巅峰对决现场版收录
爱奇艺华语乐坛说唱歌手顶级联赛《中国说唱巅峰对决》正式官宣24位参赛选手，分别是艾热、董宝石、白景屹、布瑞吉、Capper、GAI周延、蒋文涵、功夫胖、黄旭、杨长青、刘聪、李...
",4466,59,10
中国说唱巅峰对决2022作品集丨全收录,芳心收集人士,46万,http://p1.music.126.net/qf462fDQVMxFnh2xzz2IfQ==/109951167878366996.jpg?param=140y140,7241567256,https://music.163.com/playlist?id=7241567256,"介绍：
作为今夏唯一一档说唱节目，爱奇艺《中国说唱巅峰对决》在承包了一大波热度的同时，也掀起一场夏日说唱的回忆杀。如果说5年前是初生牛犊的一鸣惊人，那这一季则是多年修炼后，顶尖rapper们之间的大师过招，...
",3425,118,24
态度说唱 | 跟着节拍 摆出最SWAG的姿势,原创君,48万,http://p1.music.126.net/Ne5rQUibOS5N6V_GgiXsmQ==/109951165387815828.jpg?param=140y140,5262438368,https://music.163.com/playlist?id=5262438368,"介绍：
跟随音乐 身体律动
摆出最SWAG的姿势
什么都不重要
展示你的态度

（封面来自于网络）
",3610,68,37
睡觉前的情歌说唱;-),我要逃学威龙,144万,http://p1.music.126.net/EbAuiYZv-nzDUzPZqAoHag==/109951164860994928.jpg?param=140y140,4946086065,https://music.163.com/playlist?id=4946086065,"介绍：
甜甜的说唱（持续更新）情歌为主
",16061,1066,46
我也想谈恋爱，可我不想分手了,名侦探-柯北,746万,http://p1.music.126.net/wP9htBhzeHL45Q2dGO8iUA==/109951163814290361.jpg?param=140y140,2631421932,https://music.163.com/playlist?id=2631421932,"介绍：
17岁失恋了
可以躲在厕所里哭
可以在ktv喝酒唱通宵
可以哭得昏天暗地
可以发誓以后和他老死不相往来
然后重新开始
像没有受过伤一样

22岁失恋了
一夜未眠 一夜游荡
第二天却还要假装没事
因为你还要工作
...
",66416,1219,788
旋律说唱|快跟我谈恋爱|甜甜的中文说唱,肆夏无人,666,http://p1.music.126.net/c1IUbMF5Qy_h0pzzOy6DNQ==/109951167982766094.jpg?param=140y140,7649528988,https://music.163.com/playlist?id=7649528988,"介绍：
听了就让人有想谈恋爱冲动的歌单!❤️❤️❤️
不定时更新～推歌（旋律说唱）
",5,,0
Urban | Swag Dance 适合跳舞节奏HipHop,VEEZiE_WYGD,65万,http://p1.music.126.net/qyQYSp4trtLcyzsSvYaTyw==/109951164223988333.jpg?param=140y140,168375719,https://music.163.com/playlist?id=168375719,"介绍：
「Urban | Swag Dance | HipHop」［Urban Dance］「Shoot Dance」「Dab Dance」「Backpack kid dance」“Hit The Quan” “Ayo,Teo” “Russell Horning” ”Roy Purdy” “Hit Dem Folks”
",8983,187,18
佛罗里达最硬的黑人,POSITIVEENERGYXXX,368万,http://p1.music.126.net/zq3nMPEhu2efaSHcb16_Tw==/109951165132089448.jpg?param=140y140,2513570815,https://music.163.com/playlist?id=2513570815,"介绍：
不要让你的躯壳定义你的灵魂
要让你的灵魂去定义你想成为怎样的自己
XXXTENTACION
",56416,687,416
国产emo说唱:再好听的诺言也没有用,四川贫困人口,88501,http://p1.music.126.net/MYowiCZ7H3YA_mnVpgJfsg==/109951167807725734.jpg?param=140y140,7603122261,https://music.163.com/playlist?id=7603122261,"介绍：
那我就不等你了 如果有更好的人出现 我就去握他的手了
",632,,2
「甜味rap」心都被俘获了讲什么道理,文字艺术家,646万,http://p1.music.126.net/H6MNn8fFfVSEi98vBOMdoA==/109951163534752884.jpg?param=140y140,2404490132,https://music.163.com/playlist?id=2404490132,"介绍：
给你一口甜甜
吃了就是我的人了
",10万,1185,290
喜欢用说唱怎么说,银河,691万,http://p1.music.126.net/btd8GhsD9VTCoEESkO3elA==/109951163507248478.jpg?param=140y140,945185470,https://music.163.com/playlist?id=945185470,"介绍：
Rapper的情话太甜腻
持续更新＃
I̡̕͜͝͝ ̶́l͟͜ơ̴̧͝v̀̕͝͞é̸̛͡͝ ̀͟y͢͝͠҉o͜͞u̶̷̶͠ I̡̕͜͝͝ ̶́ I̡̕͜͝͝ ̶́l͟͜ơ̴̧͝v̀̕͝͞é̸̛͡͝ ̀͟y͢͝͠҉o͜͞u̶̷̶͠
",81403,1371,597
流行HIP-HOP,最不土的土嗨,432万,http://p1.music.126.net/0mvfH4pcivM1Q9ngnZvI5Q==/109951166329441412.jpg?param=140y140,1993076710,https://music.163.com/playlist?id=1993076710,"介绍：
我从小就是一个Nigger热爱街头文化，喜欢涂鸦，喜欢滑板，喜欢街舞，喜欢一切街头文化 但说唱音乐才是我生活中的必需品 我希望全世界都在听hiphop把hiphop蔓延至各个角落
",53288,3160,330
《中国说唱巅峰对决》选手作品集,偷偷的叹了口气,152万,http://p1.music.126.net/EEiPZarQi3VQ3F8QgAKFww==/109951167614858241.jpg?param=140y140,5013599598,https://music.163.com/playlist?id=5013599598,"介绍：
本季说唱集结华语乐坛知名说唱歌手联手打造《中国说唱巅峰对决》，他们将组成三大联盟，为团队荣誉而战，打造说唱版“三国杀”，解构中文说唱版图。通过最专业的中文说唱舞台竞演，聚焦华语顶尖说唱音乐，...
",14428,126,85
【疯狂抖腿】hook很适合说唱蹦迪,奋力爬上山巅的山羊,1296,http://p1.music.126.net/FLoKNesjpaotmN-qGj9m_A==/109951164912637120.jpg?param=140y140,7680523787,https://music.163.com/playlist?id=7680523787,"介绍：
没有人能阻挡我，随地蹦迪的细胞，只要曲对，我必须crazy

",8,,0
伤感说唱rap | 忘了是怎么开始,生活的温柔总会哒哒哒地跑,1355万,http://p1.music.126.net/6Eh8DToVtBimpu4bShusIg==/109951165481350346.jpg?param=140y140,5310111557,https://music.163.com/playlist?id=5310111557,"介绍：
你完美地躲过了所有正常操作

所以 该怎么找到你？
",34922,2014,75
「说唱hiphop 」无限循环,嘻哈收音机,2373万,http://p1.music.126.net/yKdKkLhyuvtw1Rzm0Mz_yQ==/109951165246864411.jpg?param=140y140,3029459640,https://music.163.com/playlist?id=3029459640,"介绍：
可合作 听一首正能量的hiphop谈一场轰轰烈烈的恋爱！
",14万,2832,380
只想私藏的中文说唱,Still7roy,602万,http://p1.music.126.net/jfWLh0fyLvkmTIXpbj24Mg==/109951164872515459.jpg?param=140y140,1993902005,https://music.163.com/playlist?id=1993902005,"介绍：
有酷炫flow 
有柔情說唱 
更是甜蜜嘻哈
本歌单包含多种曲风
最好随机播放咯
我坚持做自己喜欢的歌单 会不定期更新 希望你们也喜欢
",80136,1051,308
炸了 ！炸了 ！炸了 ！Swag极品,Rootskool,417万,http://p1.music.126.net/uOpJ__CV5Dbo3F4RCnN-jA==/109951163453998908.jpg?param=140y140,2320144876,https://music.163.com/playlist?id=2320144876,"介绍：
SWAG起源于美国黑人文化，属当下潮流顶端的舞蹈风格，不称为舞种。

基础表现形式是HIPHOP，但更偏向于形容范儿，代表跳舞时由自身的信心，文化，风格，和风度带来的状态。可以让你总是保持昂首阔步的态度...
",58566,1029,216
「说唱hiphop 【中文精选】Made in China,-甜饼怪BABE-,168万,http://p1.music.126.net/ebU_8eNxwFWmr2-1TKN1Lg==/109951166654429963.jpg?param=140y140,7086586403,https://music.163.com/playlist?id=7086586403,"介绍：
喜欢的宝宝点个收藏会持续更新
",24258,346,33
请随机播放，切歌算你赢,leyoonafr,1933万,http://p1.music.126.net/7dnehyBinTBaaKzvfRpSSg==/109951167933125937.jpg?param=140y140,2394125021,https://music.163.com/playlist?id=2394125021,"介绍：
支持歌单合作
",27万,4527,2913
只有old school才是我的血液,adan_beatz,394万,http://p1.music.126.net/XqU9YjYXSuXL0tWDaP8KQQ==/109951162833933629.jpg?param=140y140,38363410,https://music.163.com/playlist?id=38363410,"介绍：
hiphop 90‘s classic—old school 4 ever 不管旋律还是鼓点都很经典
还有评论的大神些，纯正的歌单你们来弄，我建这个歌单最初就是我自己听着用，也没想过会有这么多人收藏，不用来喷我也不用来喷这个歌单...
",67739,1933,777
[抓耳Hook] FLOW很舒服的说唱,我不对劲,83187,http://p1.music.126.net/4Lgb1ST-gviYaWDPVxh6_w==/109951167819683718.jpg?param=140y140,7536488328,https://music.163.com/playlist?id=7536488328,"介绍：
零星地变得优秀，也能拼凑出整个银河。

我们兵分两路，然后山顶重逢。
",653,3,0
G-Funk | 西海岸的风,-王祖贤-,10万,http://p1.music.126.net/RVNwaO96_4hpSzOFH-awlg==/19029247742110186.jpg?param=140y140,496493947,https://music.163.com/playlist?id=496493947,"介绍：
(持更)海岸 街头 慵懒 舒适 叛逆 复古车 采样 合成器 男声 女声
",1706,28,8
超甜Rap｜♥︎ 万 里 星 河 不 及 你 ♥︎,oreo灵,128万,http://p1.music.126.net/muiV00dGS1jC4dPu0lvfBw==/109951164623940627.jpg?param=140y140,2827242378,https://music.163.com/playlist?id=2827242378,"介绍：
精选超级甜的rap情歌 持续更新
有推荐的可以留在评论 会看 谢谢收藏 收听

你的眼睛真好看
里面有日月冬夏晴雨山川
但还是我的眼睛更好看些
因为里面有你
",10572,208,136
欧美Rap说唱神曲｜奏战歌，全体起立！,夏日与晚安君,1657,http://p1.music.126.net/ctGyJij7AJtZRwNTZ71ItA==/109951167993978141.jpg?param=140y140,7703107112,https://music.163.com/playlist?id=7703107112,"介绍：
说唱是美国黑人音乐中的重要组成部分，
是街头文化的主要基调，
是世界流行音乐中的一块“黑色巧克力”

现在的流行音乐界，
说唱是非常受到大家青睐的，
无论是从网络到街头，
都能看见嘻哈的影子，
希望...
",19,,1
『艾丽』甜甜的旋律情歌说唱,芳心收集人士,28320,http://p2.music.126.net/XkwoeX1FowDxN-KV1YoDxw==/109951168028514309.jpg?param=140y140,7128137415,https://music.163.com/playlist?id=7128137415,"介绍：
歌单收录目前最流行的中文说唱 带你领略中文说唱的魅力

喜欢歌单的可以收藏关注不迷路 好听到可以单曲循环 歌单持续更新中～
",256,2,0
Show Me The Money 777 - 给我钱7,HeyareyouoK,20万,http://p2.music.126.net/I64bm7eEBpMcDx5aaRFFIQ==/109951163638093136.jpg?param=140y140,2424449893,https://music.163.com/playlist?id=2424449893,"介绍：
#SMTM777# #D.Ark# #nafla# #Loopy# #super bee# 
#ph-1# #kid milli# #coogie##金孝恩##OLNL#
大写的nafla和Loopy这对CP的死忠粉！酸哥和米粒冲鸭！
(⁎⁍̴̛ᴗ⁍̴̛⁎)给我钱女孩疯狂给中国弟弟D.Ark爆灯了...
",2679,44,41
『旋律说唱』节奏中感受潮流,小软溪,228万,http://p2.music.126.net/fpCYnQhZaYYy_voJucZLCA==/109951165844562150.jpg?param=140y140,6684635510,https://music.163.com/playlist?id=6684635510,"介绍：
我们活在纷乱的世界，
每天看到虚伪的假面，
只有说唱，能让我忘乎所以的宣泄。“
",4563,29,10
前方注意！精选高甜【rap】请签收,Ji_s0o,1724万,http://p2.music.126.net/dN1KUxIzRe0HwmtOO1190g==/109951167653407505.jpg?param=140y140,2119378458,https://music.163.com/playlist?id=2119378458,"介绍：
饶舌饶不过你
甜心不过是你

这个不mf接投稿
接投稿
",22万,2869,947
「欧美说唱」殿堂级欧美hip hop,Leonsamiz,68万,http://p2.music.126.net/KehS24GaNYcXJY-9eBUF2A==/109951163021711758.jpg?param=140y140,104533395,https://music.163.com/playlist?id=104533395,"介绍：
说唱(RAP)，20世纪90年代初风靡欧美的一种音乐流派，那时的说唱乐在MC.Hammer、Vanillalce等艺人的大力推广下，加上MTV的推波助澜，一时间风光无限。但随后由于Grunge、Britpop等音乐的崛起，Rap被打入冷宫...
",8361,84,36
国产hiphop百听不厌,Double_Mini,2245万,http://p2.music.126.net/fAosv5GQByjwNzMTvzN4UQ==/109951165667645455.jpg?param=140y140,3119595459,https://music.163.com/playlist?id=3119595459,"介绍：
( 接投稿 ) 带给你非常有质感的国产说唱单曲百听不厌的好音乐每天用心更新希望大家多多收藏评论多多支持
",13万,4649,509
技术流说唱—只安排厉害的技术流说唱,SPRYY段子手,51万,http://p2.music.126.net/0BEnwo0krrb5-9GlhYRN1A==/109951164967780214.jpg?param=140y140,2725612297,https://music.163.com/playlist?id=2725612297,"介绍：
当你听到这个歌单，你一定会跟随节奏跳跃起来，只收藏优质快嘴说唱歌曲，如果你有好歌也可以私信我。
",6830,3078,57
建议和对象一起听的甜rap,InTheStreets,85万,http://p2.music.126.net/hp4T2-_zcQD5o0q5vrMpqg==/109951168036611641.jpg?param=140y140,2030819293,https://music.163.com/playlist?id=2030819293,"介绍：
生活已经够苦了 希望听了这个歌单能让你感觉Fall in love
不怕流氓有文化 就怕rapper说情话
持更
",12682,246,124
